timestamp,x,y,z
1615560322.881372,-0.369660884141922,0.20737023651599884,0.017363011837005615
1615560323.081942,-0.1243874654173851,0.3492274880409241,-0.02232581190764904
1615560323.277896,0.15708816051483154,0.6412689685821533,-0.1252063810825348
1615560323.483056,0.8245223760604858,0.21840797364711761,-0.04892812669277191
1615560323.682771,0.7389819025993347,-0.6223511695861816,0.00421391986310482
1615560323.8835459,0.38912272453308105,-1.5037126541137695,0.16375058889389038
1615560324.084085,-0.28792819380760193,-0.4273819625377655,0.29571765661239624
1615560324.2847462,-1.1084665060043335,-1.0956803560256958,1.037054419517517
1615560324.48543,-0.7192258238792419,-0.20447537302970886,0.7091827392578125
1615560324.685491,-0.5819891095161438,1.68195641040802,0.018448781222105026
1615560324.886225,0.48407188057899475,1.4734878540039062,-0.08671358972787857
1615560325.085995,0.5675257444381714,0.798953652381897,-0.13688728213310242
1615560325.287075,0.7615828514099121,-0.26276370882987976,-0.06269028037786484
1615560325.4829721,0.38213911652565,-0.8479110598564148,0.005911418702453375
1615560325.686347,-0.1664382517337799,-0.8106627464294434,0.174615740776062
1615560325.88795,-0.4866766929626465,-0.6065319776535034,0.21101424098014832
1615560326.088774,-1.05620539188385,0.42592307925224304,0.2691635489463806
1615560326.289517,-0.370259553194046,0.5484543442726135,0.01137010008096695
1615560326.489557,0.182424396276474,0.419538676738739,-0.13820873200893402
1615560326.689732,0.5735929608345032,0.5789214372634888,-0.09973324835300446
1615560326.890625,0.197292298078537,-0.15217062830924988,-0.01847488060593605
1615560327.0912871,0.11337795853614807,0.009427590295672417,0.0021752698812633753
